,0,1,2,3,4,5,6,7,8,9,10,11
0,0.032081842,0.06006658,0.0,0.0030517578,0.0,0.0,0.0,0.012490302,0.05979246,0.0,0.0,0.0
1,0.054729953,0.05824992,0.0,0.0,0.0,0.0,0.0,0.0064570606,0.06332058,0.0,0.011266768,0.0
2,0.04106413,0.051524296,0.0,0.0,0.0,0.0,0.0,0.008866012,0.054900527,0.0,0.0063321292,0.0
3,0.048609123,0.043094054,0.0,0.0,0.0,0.0,0.0,0.01167047,0.06521994,0.0,0.006164938,0.0
4,0.05720906,0.033688024,0.0,0.0,0.0,0.0,0.0,0.014379203,0.076201394,0.0,0.0064911395,0.0
5,0.06598301,0.02406329,0.0,0.0,0.0,0.0,0.0,0.016910896,0.08705635,0.0,0.0070308,0.0
6,0.074998006,0.0142656565,0.0,0.0,0.0,0.0,0.0,0.019268349,0.097990826,0.0,0.0076301694,0.0
7,0.083909884,0.004702285,0.0,0.0,0.0,0.0,0.0,0.021346897,0.10851391,0.0,0.008393139,0.0
8,0.09262188,0.0,0.0,0.0,0.004703611,0.0,0.0,0.02308613,0.11858182,0.0,0.009175673,0.0
9,0.101007074,0.0,0.0,0.0,0.015033498,0.0,0.0,0.02453199,0.12807736,0.0,0.010005072,0.0
10,0.1090004,0.0,0.0,0.0,0.025035396,0.0,0.0,0.025637418,0.13699381,0.0,0.010735482,0.0
11,0.11660081,0.0,0.0,0.0,0.03455776,0.0,0.0,0.026536033,0.14529005,0.0,0.011547521,0.0
12,0.12363161,0.0,0.0,0.0,0.04340695,0.0,0.0,0.027083665,0.1527452,0.0,0.012335062,0.0
13,0.13002352,0.0,0.0,0.0,0.051457986,0.0,0.0,0.027511045,0.15942456,0.0,0.013073161,0.0
14,0.13576192,0.0,0.0,0.0,0.058656976,0.0,0.0,0.027834326,0.16535571,0.0,0.013796851,0.0
15,0.14090346,0.0,0.0,0.0,0.06492275,0.0,0.0,0.027983382,0.1705124,0.0,0.014513046,0.0
16,0.14515668,0.0,0.0,0.0,0.07004917,0.0,0.0,0.028118819,0.17466427,0.0,0.015171632,0.0
17,0.14862815,0.0,0.0,0.0,0.074025795,0.0,0.0,0.02831076,0.1780531,0.0,0.015745267,0.0
18,0.15134922,0.0,0.0,0.0,0.07672466,0.0,0.0,0.028506637,0.18054079,0.0,0.01641035,0.0
19,0.15313435,0.0,0.0,0.0,0.078152314,0.0,0.0,0.028748184,0.18210514,0.0,0.016933829,0.0
20,0.15419228,0.0,0.0,0.0,0.07831904,0.0,0.0,0.029150069,0.18295623,0.0,0.017489925,0.0
21,0.15453966,0.0,0.0,0.0,0.077344,0.0,0.0,0.029643282,0.18313785,0.0,0.017957151,0.0
22,0.15401356,0.0,0.0,0.0,0.07491432,0.0,0.0,0.030137911,0.18227221,0.0,0.01841484,0.0
23,0.15263659,0.0,0.0,0.0,0.07140714,0.0,0.0,0.030837134,0.18076336,0.0,0.01875998,0.0
24,0.1508135,0.0,0.0,0.0,0.06692329,0.0,0.0,0.031522453,0.17878237,0.0,0.01907283,0.0
25,0.14821406,0.0,0.0,0.0,0.061363786,0.0,0.0,0.03213346,0.17590839,0.0,0.019275576,0.0
26,0.14515299,0.0,0.0,0.0,0.055187136,0.0,0.0,0.03277342,0.17271784,0.0,0.019365773,0.0
27,0.14180392,0.0,0.0,0.0,0.048609853,0.0,0.0,0.033411145,0.16933332,0.0,0.019298777,0.0
28,0.13832204,0.0,0.0,0.0,0.041675463,0.0,0.0,0.033901066,0.16572724,0.0,0.019141525,0.0
29,0.13463525,0.0,0.0,0.0,0.034766927,0.0,0.0,0.034284636,0.16203298,0.0,0.01879792,0.0
30,0.13116935,0.0,0.0,0.0,0.028288782,0.0,0.0,0.034666523,0.15874143,0.0,0.018264294,0.0
31,0.12806948,0.0,0.0,0.0,0.022559792,0.0,0.0,0.03498967,0.1559651,0.0,0.01761192,0.0
32,0.12548433,0.0,0.0,0.0,0.017977327,0.0,0.0,0.03534259,0.15395184,0.0,0.01673457,0.0
33,0.1236846,0.0,0.0,0.0,0.0149342865,0.0,0.0,0.035537407,0.1528458,0.0,0.015784472,0.0
34,0.12275843,0.0,0.0,0.0,0.013814971,0.0,0.0,0.035793453,0.15286316,0.0,0.01475662,0.0
35,0.12284221,0.0,0.0,0.0,0.014595449,0.0,0.0,0.035952926,0.15390158,0.0,0.013796151,0.0
36,0.12408793,0.0,0.0,0.0,0.017520279,0.0,0.0,0.036074832,0.1561981,0.0,0.012989432,0.0
37,0.12637596,0.0,0.0,0.0,0.022456676,0.0,0.0,0.03618504,0.15954734,0.0,0.012344331,0.0
38,0.1298059,0.0,0.0,0.0,0.028989658,0.0,0.0,0.03603472,0.16372235,0.0,0.0120553225,0.0
39,0.13407911,0.0,0.0,0.0,0.036977276,0.0,0.0,0.03588298,0.16872914,0.0,0.011890501,0.0
40,0.13915046,0.0,0.0,0.0,0.04599099,0.0,0.0,0.035452604,0.17423841,0.0,0.011987284,0.0
41,0.14473431,0.0,0.0,0.0,0.055837438,0.0,0.0,0.034928665,0.18016933,0.0,0.0122091025,0.0
42,0.15076795,0.0,0.0,0.0,0.06611939,0.0,0.0,0.03403786,0.1861993,0.0,0.012573585,0.0
43,0.15673207,0.0,0.0,0.0,0.07642314,0.0,0.0,0.032908767,0.19188724,0.0,0.013039187,0.0
44,0.16263762,0.0,0.0,0.0,0.08667065,0.0,0.0,0.03156978,0.19738935,0.0,0.013536423,0.0
45,0.1682891,0.0,0.0,0.0,0.0964659,0.0,0.0,0.030110255,0.20243284,0.0,0.01403597,0.0
46,0.17350103,0.0,0.0,0.0,0.10566275,0.0,0.0,0.02835764,0.20680225,0.0,0.01461643,0.0
47,0.17813806,0.0,0.0,0.0,0.11401862,0.0,0.0,0.026619509,0.21047865,0.0,0.015173346,0.0
48,0.18207228,0.0,0.0,0.0,0.12130274,0.0,0.0,0.024909496,0.21339738,0.0,0.015687272,0.0
49,0.18529005,0.0,0.0,0.0,0.12743528,0.0,0.0,0.023335353,0.2155611,0.0,0.016276523,0.0
50,0.1876267,0.0,0.000658378,0.0,0.1320196,0.0,0.0,0.022012025,0.21680884,0.0,0.016868293,0.0
51,0.18915032,0.0,0.0012784153,0.0,0.1352288,0.0,0.0,0.020869106,0.21732377,0.0,0.017455637,0.0
52,0.18958765,0.0,0.0015394837,0.0,0.13673191,0.0,0.0,0.02011314,0.21675836,0.0,0.01804915,0.0
53,0.18909608,0.0,0.0015231669,0.0,0.13675532,0.0,0.0,0.019683152,0.21548773,0.0,0.018589571,0.0
54,0.18764324,0.0,0.0011152476,0.0,0.13491982,0.0,0.0,0.019610614,0.21317986,0.0,0.019174814,0.0
55,0.18510805,0.0,0.0003809929,0.0,0.13138421,0.0,0.0,0.01979281,0.20990884,0.0,0.01975131,0.0
56,0.18156165,0.0,0.0,0.0,0.12630378,0.0,0.0,0.02016905,0.20567876,0.0,0.020313188,0.0
57,0.17710666,0.0,0.0,0.0,0.11980073,0.0,0.0,0.020754084,0.20060274,0.0,0.020826757,0.0
58,0.17168643,0.0,0.0,0.0,0.11189453,0.0,0.0,0.02142933,0.19457172,0.0,0.021212101,0.0
59,0.16538304,0.0,0.0,0.0,0.10265207,0.0,0.0,0.022033066,0.1875305,0.0,0.021643892,0.0
60,0.15822814,0.0,0.0,0.0,0.09260522,0.0,0.0,0.02253382,0.17975727,0.0,0.021798402,0.0
61,0.15048926,0.0,0.0,0.0,0.08164461,0.0,0.0,0.022741765,0.1711005,0.0,0.021999136,0.0
62,0.14201257,0.0,0.0,0.0,0.07007843,0.0,0.0,0.022640467,0.16163431,0.0,0.022003964,0.0
63,0.1330277,0.0,0.0,0.0,0.05825904,0.0,0.0,0.022256628,0.1516483,0.0,0.021788567,0.0
64,0.123903394,0.0,0.0,0.0,0.046481118,0.0,0.0,0.021345884,0.14130343,0.0,0.021488309,0.0
65,0.1144854,0.0,0.0,0.0,0.035138562,0.0,0.0,0.020253062,0.13080917,0.0,0.020839602,0.0
66,0.10542676,0.0,0.0,0.0,0.024424657,0.0,0.0,0.018778339,0.12056416,0.0,0.020080954,0.0
67,0.096765175,0.0,0.0,0.0,0.014812186,0.0,0.0,0.017256826,0.11095697,0.0,0.019096479,0.0
68,0.08909491,0.0,0.0,0.0,0.0067694634,0.0,0.0,0.01574725,0.102649555,0.0,0.017886579,0.0
69,0.08293724,0.0,0.0,0.0,0.00073476136,0.0,0.0,0.014467537,0.096266836,0.0,0.016526058,0.0
70,0.07871035,0.0024958104,0.0,0.0,0.0,0.0,0.0,0.013783708,0.0924997,0.0,0.015082434,0.0
71,0.076981395,0.0032559633,0.0,0.0,0.0,0.0,0.0,0.013608083,0.09164916,0.0,0.013803884,0.0
72,0.07772766,0.0017055273,0.0,0.0,0.0,0.0,0.0,0.014202014,0.093915194,0.0,0.012667373,0.0
73,0.08073664,0.0,0.0,0.0,0.0018249452,0.0,0.0,0.01524654,0.098613635,0.0,0.011878863,0.0
74,0.08554551,0.0,0.0,0.0,0.0077141672,0.0,0.0,0.016756698,0.10537882,0.0,0.011404708,0.0
75,0.09180604,0.0,0.0,0.0,0.014796644,0.0,0.0,0.018264323,0.11333668,0.0,0.011306196,0.0
76,0.09866786,0.0,0.0,0.0,0.022869423,0.0,0.0,0.01982899,0.12187442,0.0,0.011407316,0.0
77,0.10603155,0.0,0.0,0.0,0.031242505,0.0,0.0,0.021157607,0.13053343,0.0,0.01176855,0.0
