,0,1
370,0.12872872,-0.0033933371
371,0.17336057,-0.0066151023
372,0.21564831,-0.008452833
373,0.25703812,-0.008892909
374,0.29786316,-0.008358836
375,0.3372359,-0.00661847
376,0.37596107,-0.0038708001
377,0.4134643,0.00013810396
378,0.44936305,0.005048707
379,0.48349315,0.010835037
380,0.5148685,0.01612696
381,0.5439552,0.021476373
382,0.57060486,0.027032912
383,0.59417236,0.032323897
384,0.6149208,0.03727679
385,0.6323905,0.04173051
386,0.6462747,0.04541555
387,0.6562508,0.04681939
388,0.66292703,0.047558516
389,0.66642797,0.047449544
390,0.6666213,0.046699837
391,0.6640391,0.04510756
392,0.6582109,0.042938024
393,0.6494202,0.04017809
394,0.6381627,0.03695807
395,0.6246102,0.0334284
396,0.60874146,0.028892055
397,0.5901915,0.023653522
398,0.5701949,0.018302292
399,0.5489876,0.013097867
400,0.52694523,0.008146465
401,0.50393903,0.0035996288
402,0.48091853,-0.00053812563
403,0.45788386,-0.0043536574
404,0.4351938,-0.008137763
405,0.41317356,-0.011270955
406,0.392093,-0.0137605965
407,0.37249246,-0.015797496
408,0.35430208,-0.017268896
409,0.33770078,-0.018305779
410,0.3226909,-0.018999606
411,0.30922675,-0.019377679
412,0.29744112,-0.01966916
413,0.2871675,-0.01984495
414,0.27785462,-0.019946948
415,0.2695731,-0.02001743
416,0.26213342,-0.020042688
417,0.25497782,-0.020108879
418,0.24833909,-0.020167604
419,0.24151328,-0.020188376
420,0.23449618,-0.020443425
421,0.22697224,-0.020483032
422,0.21929267,-0.020552948
423,0.21094874,-0.020575657
424,0.20224787,-0.020601824
425,0.19324148,-0.02042061
426,0.18387689,-0.020075887
427,0.17462875,-0.019391358
428,0.16593245,-0.018604636
429,0.158252,-0.017782748
430,0.15238981,-0.016918615
431,0.14863549,-0.01599498
432,0.1477934,-0.015260041
433,0.14995822,-0.014637291
434,0.15518923,-0.014366776
435,0.1630819,-0.01431188
436,0.17337015,-0.014515072
437,0.1853344,-0.014983609
438,0.19813485,-0.015150055
439,0.21147425,-0.01534991
440,0.22525765,-0.015509322
441,0.23912151,-0.015650406
442,0.25242525,-0.015812263
443,0.2652169,-0.015809894
444,0.2772299,-0.015863195
445,0.28821933,-0.01586622
446,0.29800037,-0.015865192
447,0.30650026,-0.015782744
448,0.3135253,-0.015707716
449,0.3190993,-0.015862644
450,0.32315177,-0.015887931
451,0.325402,-0.016223758
452,0.32605317,-0.016444698
453,0.32525563,-0.016831845
454,0.3226287,-0.017417297
455,0.31832564,-0.017957717
456,0.31258342,-0.018527165
457,0.3053925,-0.01916638
458,0.2968505,-0.019807264
459,0.28684556,-0.020364985
460,0.27584314,-0.020946473
461,0.26390412,-0.021412417
462,0.2511623,-0.021633
463,0.23785035,-0.021834388
464,0.22385408,-0.021851987
465,0.20996206,-0.021552652
466,0.19601439,-0.021184474
467,0.18246734,-0.020463884
468,0.1696326,-0.01935798
469,0.15834005,-0.01816766
470,0.14917006,-0.016903266
471,0.14292167,-0.015624255
472,0.1399839,-0.014553338
473,0.14061731,-0.013877079
474,0.14510983,-0.013425022
475,0.15271145,-0.013255417
476,0.16317184,-0.013611302
477,0.17547213,-0.014003336
478,0.18917753,-0.014537856
479,0.20346214,-0.014761105
480,0.21834168,-0.014794335
481,0.23365289,-0.0150361955
482,0.24888468,-0.015078232
483,0.26399988,-0.015049905
484,0.27880722,-0.014774695
485,0.2933914,-0.014539838
486,0.30719465,-0.014194503
487,0.32048875,-0.013697475
488,0.3328267,-0.013133034
489,0.3447935,-0.012458906
490,0.35548443,-0.011795655
491,0.36547387,-0.011184171
492,0.3742721,-0.010570347
493,0.3820881,-0.009997889
494,0.38878047,-0.009438932
495,0.39469123,-0.009090394
496,0.39923817,-0.008704886
497,0.40266365,-0.008566409
498,0.40479523,-0.008474588
499,0.4060945,-0.008518308
500,0.40583095,-0.008803263
501,0.4050399,-0.0090209395
502,0.4028176,-0.009411588
503,0.39968932,-0.009996459
504,0.39569956,-0.010627329
505,0.39095724,-0.011265948
506,0.38544363,-0.012006938
507,0.3794054,-0.012816235
508,0.37296355,-0.013491929
509,0.3661291,-0.014149755
510,0.35910755,-0.014943436
511,0.35199136,-0.0154614
512,0.34484136,-0.01598683
513,0.33797973,-0.016443074
514,0.33113766,-0.016865566
515,0.32508415,-0.017053872
516,0.3193604,-0.017241433
517,0.31425536,-0.017377049
518,0.30970857,-0.0174772
519,0.30590364,-0.017501667
520,0.30274695,-0.017499477
521,0.3003398,-0.017415255
522,0.29855603,-0.01744984
523,0.29734766,-0.017413095
524,0.29657334,-0.017229795
525,0.29636908,-0.017183319
526,0.2962258,-0.017189845
527,0.2963033,-0.017071843
528,0.29672778,-0.017102733
529,0.29695326,-0.0170784
530,0.2971788,-0.01709874
531,0.29707688,-0.017213494
532,0.29695547,-0.017232865
533,0.29638052,-0.017399564
534,0.29547048,-0.017589658
535,0.2939666,-0.017737716
536,0.29234082,-0.017873242
537,0.29018867,-0.018111423
538,0.28765583,-0.018241152
539,0.28455526,-0.01848735
540,0.28104675,-0.018717155
541,0.27714568,-0.01898767
542,0.27275392,-0.019112483
543,0.2681318,-0.019428447
544,0.2631485,-0.019480169
545,0.25763118,-0.019807607
546,0.25189304,-0.019938126
547,0.24568187,-0.0201274
548,0.23896386,-0.020155683
549,0.23219915,-0.020265102
550,0.22478725,-0.020277262
551,0.21716878,-0.020313784
552,0.20922524,-0.020303324
553,0.20091288,-0.02027905
554,0.19222216,-0.02011086
555,0.18297003,-0.019772649
556,0.17344007,-0.019286722
557,0.16386083,-0.018696874
558,0.15423064,-0.017990738
559,0.14467327,-0.017195255
560,0.13587758,-0.016250819
561,0.12783167,-0.015454516
562,0.12123135,-0.014410123
563,0.1166763,-0.013459057
564,0.11487232,-0.012637064
565,0.116148084,-0.011824012
566,0.12086269,-0.011498764
567,0.12876196,-0.011439398
568,0.13952589,-0.011792719
569,0.15307465,-0.012298137
570,0.16825013,-0.013068229
571,0.1850761,-0.013900548
572,0.20221803,-0.014298722
573,0.22040741,-0.01440917
574,0.23907985,-0.01447466
575,0.25842667,-0.014251903
576,0.27773017,-0.014086843
577,0.29744154,-0.013492197
578,0.31698307,-0.012607932
579,0.3363019,-0.011565745
580,0.35546273,-0.010213628
581,0.37406582,-0.008661315
582,0.39223358,-0.0067355633
583,0.41007006,-0.0046824813
584,0.42717806,-0.0025454015
585,0.44330075,-0.00016373396
586,0.45858613,0.0022536218
587,0.4729709,0.0046351403
588,0.48599198,0.0070109516
589,0.49789625,0.00910522
590,0.50853795,0.010725826
591,0.51801276,0.012199983
592,0.5261617,0.013450593
593,0.5328059,0.014563009
594,0.53785014,0.015356407
595,0.5415254,0.015924156
596,0.5438706,0.016005903
597,0.54476404,0.016042799
598,0.5441623,0.015592918
599,0.542349,0.014867142
600,0.5387686,0.013907507
601,0.5341516,0.012663722
602,0.5281755,0.011159703
603,0.5210389,0.009582549
604,0.5127908,0.007614866
605,0.5037706,0.00566943
606,0.49364352,0.0032897443
607,0.4825722,0.00064115226
608,0.47072673,-0.0018147975
609,0.4584177,-0.0042699724
610,0.44604778,-0.0064089894
611,0.43318528,-0.008680776
612,0.42013133,-0.0105731785
613,0.40720776,-0.012335718
614,0.39436466,-0.013932005
615,0.38205308,-0.015240788
616,0.3701808,-0.016389862
617,0.35885674,-0.01726602
618,0.34840363,-0.018014893
619,0.3384822,-0.01860328
620,0.32978338,-0.018858284
621,0.32149005,-0.019186333
622,0.31461596,-0.01921992
623,0.30832914,-0.019387156
624,0.30308315,-0.019353002
625,0.2984754,-0.019388169
626,0.29450828,-0.019403026
627,0.29131782,-0.019281372
628,0.28826535,-0.019335464
629,0.285587,-0.019291371
630,0.28312188,-0.019324377
631,0.28046542,-0.019389287
632,0.27771425,-0.019511908
633,0.27466947,-0.019618228
634,0.27126583,-0.019736797
635,0.2673163,-0.019817963
636,0.26301223,-0.02011858
637,0.25782058,-0.020247832
638,0.25247565,-0.020409316
639,0.24624553,-0.020537779
640,0.23971179,-0.020713225
641,0.23274639,-0.020708323
642,0.22535358,-0.02074638
643,0.21800219,-0.0206227
644,0.21019726,-0.020601675
645,0.20263693,-0.02031225
646,0.19533883,-0.020128563
647,0.18856709,-0.019816339
648,0.18192704,-0.01913619
649,0.17632213,-0.018542156
650,0.17150606,-0.018047348
651,0.16773106,-0.017411917
652,0.16501097,-0.016992867
653,0.16321371,-0.01662752
654,0.16260982,-0.016420648
655,0.16258325,-0.016288817
656,0.16291912,-0.016151428
657,0.16408782,-0.016091913
658,0.16490103,-0.016257852
659,0.16575164,-0.016266078
660,0.16603656,-0.016507655
661,0.16585775,-0.016572893
662,0.16485271,-0.01671052
663,0.16305883,-0.01673013
664,0.16016439,-0.016786426
665,0.15631358,-0.01669307
666,0.15100697,-0.016559035
667,0.14483507,-0.016342
668,0.13737321,-0.016084477
669,0.12884645,-0.015500054
670,0.11952895,-0.014961138
671,0.10946827,-0.014166087
672,0.09892471,-0.013174981
673,0.08844702,-0.012097716
674,0.07871549,-0.010849461
675,0.07095088,-0.009505957
676,0.06634377,-0.008001745
677,0.06623869,-0.0068622828
678,0.07104075,-0.0061974972
679,0.079725,-0.0062819123
680,0.09127331,-0.0069724172
681,0.10470192,-0.0079321265
682,0.11883633,-0.0092021525
683,0.13316844,-0.010569856
684,0.14720072,-0.011801988
685,0.16056602,-0.0130409
686,0.17302038,-0.014179915
687,0.18453003,-0.015226498
688,0.19433461,-0.015769944
689,0.2026041,-0.016355678
690,0.20925501,-0.01695615
691,0.21417886,-0.017515138
692,0.21745037,-0.01798138
693,0.218478,-0.018451184
694,0.21771953,-0.0188597
695,0.21494989,-0.01927486
696,0.21008436,-0.019688413
697,0.20331617,-0.02005966
698,0.19443785,-0.02020581
699,0.18351948,-0.020265698
700,0.1706707,-0.019742608
701,0.15625145,-0.019010618
702,0.14072883,-0.0178729
703,0.12455833,-0.016587242
704,0.10888593,-0.01485917
705,0.095287874,-0.012820914
706,0.08644818,-0.010687113
707,0.085134774,-0.0085859
708,0.09282178,-0.0074846894
709,0.10808559,-0.0074603558
710,0.12876603,-0.008370951
711,0.15243407,-0.009717256
712,0.17769203,-0.011259571
713,0.20307109,-0.012100458
714,0.2286114,-0.012552068
715,0.25404042,-0.012715861
716,0.27902126,-0.012379661
717,0.30349717,-0.011934653
718,0.32691145,-0.011000156
719,0.3488528,-0.009907067
720,0.36935842,-0.008570597
721,0.3882531,-0.007040903
722,0.40534595,-0.0055372417
723,0.4202723,-0.00407587
724,0.43303555,-0.0027178973
725,0.4431146,-0.0017449409
726,0.45065218,-0.0009660572
727,0.45535228,-0.00076432526
728,0.45742804,-0.001021564
729,0.45672733,-0.0018762648
730,0.4531381,-0.0030224323
731,0.44666266,-0.0047480464
732,0.43751276,-0.006820634
733,0.42565602,-0.009178847
734,0.4111662,-0.011766687
735,0.39458603,-0.014284119
736,0.37574542,-0.016908169
737,0.35523158,-0.019220993
738,0.33266515,-0.021441728
739,0.30875003,-0.023135334
740,0.28351766,-0.024309292
741,0.2572226,-0.025154978
742,0.23038359,-0.025433809
743,0.20306727,-0.025160685
744,0.17498116,-0.023794562
745,0.1472649,-0.02166231
746,0.120732844,-0.01908411
747,0.09723006,-0.015884593
748,0.07957348,-0.012306362
749,0.0717189,-0.008392662
750,0.07618134,-0.0058154464
751,0.09007968,-0.0056011677
752,0.108538926,-0.0066930205
753,0.12853214,-0.00849399
754,0.14853284,-0.010407701
755,0.16754763,-0.012173817
756,0.18493547,-0.013811082
757,0.19990252,-0.014661908
758,0.21309246,-0.015508056
759,0.22434641,-0.016191646
760,0.23318896,-0.01672244
761,0.24001504,-0.017320111
762,0.24475713,-0.017780915
763,0.24692029,-0.018409505
764,0.24706464,-0.018800199
765,0.24499123,-0.01936005
766,0.24106653,-0.019887164
767,0.2349489,-0.020271257
768,0.22713988,-0.02059272
769,0.2176352,-0.02088651
770,0.20678373,-0.0209454
771,0.19480628,-0.020914823
772,0.1814184,-0.020505205
773,0.16744404,-0.019710183
774,0.15322077,-0.018625915
775,0.13923149,-0.017378181
776,0.12610048,-0.016081706
777,0.11452527,-0.0144241005
778,0.105449975,-0.012946978
779,0.099458516,-0.011657447
780,0.097158656,-0.010642737
781,0.09833972,-0.009964764
782,0.1025573,-0.009766564
783,0.10895479,-0.009961322
784,0.11625768,-0.010536775
785,0.12398228,-0.011102632
786,0.1314937,-0.01199317
787,0.13785058,-0.012716278
788,0.14320736,-0.013463736
789,0.14686304,-0.014148906
790,0.14892085,-0.014623448
791,0.14920136,-0.015049845
792,0.147598,-0.015390888
793,0.14386186,-0.015594602
794,0.13819447,-0.015600532
795,0.13086,-0.015316144
796,0.12164499,-0.014938444
797,0.11120838,-0.014213398
798,0.099846154,-0.013280988
799,0.08813755,-0.012085706
800,0.07789196,-0.010526732
801,0.07099819,-0.00876385
802,0.07012646,-0.0071110725
803,0.076789334,-0.0062695146
804,0.09033042,-0.0063039064
805,0.108272284,-0.0071817487
806,0.12951347,-0.008486316
807,0.15234761,-0.009999558
808,0.17605036,-0.01156877
809,0.19947334,-0.012574911
810,0.22275743,-0.012962118
811,0.24579884,-0.01332967
812,0.26821262,-0.013227895
813,0.28985733,-0.013042405
814,0.31055126,-0.012527376
815,0.3300226,-0.011855081
816,0.3475242,-0.011182427
817,0.36346817,-0.010239959
818,0.3772748,-0.009448603
819,0.38908458,-0.008687973
820,0.39868438,-0.008125156
821,0.40561748,-0.007849485
822,0.4099361,-0.007839873
823,0.4115074,-0.008336857
824,0.41036,-0.0091727525
825,0.4061229,-0.010353312
826,0.39913303,-0.011820748
827,0.38920006,-0.013655186
828,0.37680715,-0.015578419
829,0.36154166,-0.017617762
830,0.34397134,-0.019604981
831,0.3240376,-0.02146551
832,0.3019252,-0.02315016
833,0.27818236,-0.024292827
834,0.25267103,-0.025059924
835,0.22615267,-0.025307402
836,0.19919738,-0.025047362
837,0.17142409,-0.023406893
838,0.14540558,-0.020884931
839,0.123647034,-0.017612368
840,0.11063777,-0.0136206895
841,0.11001882,-0.010085404
842,0.12291582,-0.008225188
843,0.14553007,-0.008479789
844,0.17401898,-0.009904161
845,0.2042967,-0.010865405
846,0.23557559,-0.011259973
847,0.2672,-0.011289448
848,0.29886815,-0.010689363
849,0.32997623,-0.009558335
850,0.3601435,-0.0077361465
851,0.38875127,-0.0054226667
852,0.41656262,-0.002477765
853,0.44254538,0.0009021461
854,0.46671513,0.004532799
855,0.4885021,0.008246943
856,0.5079607,0.011775151
857,0.5249701,0.014868274
858,0.5389604,0.017204493
859,0.55035055,0.01911895
860,0.5590654,0.02039507
861,0.5649723,0.021228567
862,0.56796354,0.021342814
863,0.56762695,0.020743415
864,0.56491834,0.019431263
865,0.5592147,0.017620683
866,0.5507705,0.015221074
867,0.53966844,0.01238282
868,0.52629656,0.009091452
869,0.5102697,0.005226001
870,0.49243665,0.0008033067
871,0.47256964,-0.0034670979
872,0.45072973,-0.007795632
873,0.42749643,-0.01173088
874,0.40285575,-0.015329301
875,0.37728453,-0.018467799
876,0.35118026,-0.021078631
877,0.32417655,-0.023052365
878,0.2966656,-0.024466991
879,0.2689339,-0.025329709
880,0.24098666,-0.025691107
881,0.21302521,-0.02540864
882,0.18510035,-0.02451612
883,0.15663104,-0.022614837
884,0.1288913,-0.020154566
885,0.10175352,-0.017497972
886,0.07601507,-0.014551312
887,0.053135872,-0.011397973
888,0.036767825,-0.007148549
889,0.03504488,-0.0017711073
890,0.047400653,-0.001112327
891,0.064718604,-0.0027279854
892,0.08256072,-0.004822299
893,0.099457294,-0.006768778
894,0.11491273,-0.00864093
895,0.12851782,-0.010227829
896,0.14037576,-0.011728466
897,0.15021583,-0.013060138
898,0.15812275,-0.014143959
899,0.16399652,-0.01502271
900,0.16766469,-0.015764132
901,0.1692067,-0.016459912
902,0.16881387,-0.016813219
903,0.166273,-0.017133921
904,0.16158217,-0.017315581
905,0.15493464,-0.01733452
906,0.14608979,-0.017094895
907,0.13546765,-0.016614527
908,0.122900456,-0.015983984
909,0.10856786,-0.015155852
910,0.0925034,-0.0140334815
911,0.07482916,-0.012528196
912,0.055555135,-0.010949925
913,0.035216212,-0.009063542
914,0.014168158,-0.0068771243
915,0.014670715,0.003161028
916,0.03799428,0.00019960105
917,0.062238082,-0.0014171004
918,0.08653611,-0.0038134456
919,0.11102882,-0.006224245
920,0.1353064,-0.008338332
921,0.15947907,-0.010401696
922,0.18298642,-0.01220715
923,0.20474707,-0.013155416
924,0.22602059,-0.013773754
925,0.24623142,-0.014064103
926,0.26536533,-0.014329001
927,0.28320384,-0.014314592
928,0.2996565,-0.014172763
929,0.31440926,-0.014005244
930,0.32748017,-0.013811722
931,0.33829767,-0.013451397
